국가명,영문국가명,ISO코드,대륙명,안전공지_작성일,공지제목,공지내용_텍스트,공지내용_첨부링크,공지유형
케냐,Kenya,KE,아프리카,2025-10-16,주케냐대사관 안전공지(10.15),"전 총리 라일라 오딩가 사망에 따라 일부 지역에서 추모로 인한 교통체증, 군중 밀집으로 인한 시위 발생이 우려 중인것으로 파악되고있습니다. 당분간 국소적 또는 전국적 시위로의 확산과 이를 틈탄 절, 강도 등 범죄가 우려되는 만큼 개인신변 안전에 각별히 유의하여주시기 바라며, 야간 통행을 자제하여 주시기바랍니다. 아울러, 긴급상황 발생 시 대사관 긴급전화(+254 0735-766-878) 또는 영사콜센터(+82-2-3210-0404)로 연락하여 주시기 바랍니다. 감사합니다.",,단기
케냐,Kenya,KE,아프리카,2025-09-22,보이스피싱 범죄근절 및 예방 관련 홍보 영상,"최근 보이스피싱 범죄 피해가 해외 교민 대상으로까지 확대됨에 따라, 보이스 피싱 범죄예방 및 경각심 제고를 위해 우리 교민을 대상으로 안내 자료를 홍보합니다. 보이스피싱 예방은 신종 범행 수법이 무엇인지 잘 숙지하는 것이 핵심. 경찰청(국가수사본부)에서 제작한 보이스피싱 예상 홍보영상을 홍보함. 첨부 1 : 보이스피싱예방(피해자감시) 첨부 2 : 보이스피싱예방(통화가로채기)",,장기
케냐,Kenya,KE,아프리카,2025-08-21,8.21(목) 대사관 안전공지,"1. 최근 카지아도주에 거주하는 한인들의 절강도 피해가 지속 접수되고 있습니다. 동 지역을 비롯하여 지방에 거주, 체류, 방문하는 모든분들께서는 신변안전과 가택방호에 각별히 유의하여주시기바랍니다. 2. 최근 일부국가의 테러 주의보 발령과 관련하여 케냐 전역의 다중이용시설(호텔, 식당, 쇼핑몰, 학교 등) 방문시 주의하여 주시기 바랍니다. 아울러, 테러 관련 행동 대응 요령에 관한 사항은 아래 링크(국민재난안전포털)를 참조하여 주시기바랍니다. 국민재난안전포털 - https://naver.me/GFeau7GO ※ 9.11.(미국 쌍둥이빌딩 테러), 9.21(웨스트게이트 쇼핑몰 테러), 10.7.(이스라엘.하마스 전쟁) 등 전후 주의 감사합니다. --",,단기
케냐,Kenya,KE,아프리카,2025-07-01,"소말리아, 여행금지 국가 지정 기간 연장 (2026.1.31.까지)","외교부는 제53차 여권정책협의회 심의 및 의결을 거쳐 현재 여행금지국가인 소말리아 의 지정기간을 2026.1.31.까지 연장 하였습니다. *여행금지제도란? 외교부는 우리 국민을 보호하기 위해 여권법 등 관련 규정에 따라 우리 국민의 방문 및 체류가 금지되는 국가(지역)를 지정하고 있습니다. 여행경보 4단계(흑색경보, 여행금지)에 해당하는 국가로서 허가 없이 방문하면 처벌을 받습니다.",https://overseas.mofa.go.kr/upload/se2/b21c6dd5-af89-4d09-a409-bc54b94eae4f.jpg,판단보류
케냐,Kenya,KE,아프리카,2025-06-23,주케냐대사관 안전공지(6.23.),"최근 소셜미디어에 ""National day of rememberance to demand justice"" 등 다수의 시위 포스터가 게시되며, 6.25.(수) 나이로비(CBD지역)를 비롯한 전국 각지에서 작년 시위당시 사망했던 사람들을 기리는 가두행진을 계획중인것으로 관찰됩니다. 위 관련 폭력시위, 시위를 틈탄 절강도 등의 범죄와 테러가 발생할 수있는 만큼 케냐 미디어등을 모니터링하시어 시위 발생지역 및 인근지역에 진입을 자제하여 주시고, 안전에 각별히 유의하여 주시기바랍니다. 긴급상황 발생 시 영사콜센터(+82-2-3210-0404) 또는 대사관 긴급전화(+254 0735-766-878)로 연락하여 주시기 바랍니다. 감사합니다.",,단기
케냐,Kenya,KE,아프리카,2025-06-10,"몸바사, 치쿤구니야 바이러스 발병","ㅇ 최근 몸바사에서 치쿤구니야 바이러스 25건이 확진됨에 따라 보건 당국 등에서 지역민들에게 주의를 당부하였습니다. ※ 치쿤구니야 바이러스는 뎅기열, 지카 바이러스와 유사 질환으로 모기에 물린 후 발열, 관절통이 유발되며 현재까지 완치할 수 있는 백신이나 기타 약물이 없다고 알려짐. (상세내용 아래 별도 링크 참조) https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33903 ㅇ 가장 피해를 입은 지역은 몸바사 카운티 내 음비타(Mvita), 키사우니(Kisauni), 냘리(Nyali), 리코니(Likoni) 하위 카운티라고 발표한 만큼 방문객 및 재외국민 여러분들께서는 동 지역 방문 시 주의하여 주시기 바랍니다. ㅇ 특히, 동 모기는 낮 동안에 주로 활동한다고 알려져 있고, 별도의 치료제가 없어 예방이 중요한 만큼 모기 기피제, 모기장 등을 활용하실 것을 권고드립니다.",,단기
케냐,Kenya,KE,아프리카,2025-05-15,재외공관 등 사칭 피싱 범죄 관련 안전공지(2),"최근 재외공관 , 외교부 영사콜센터 또는 재외동포청 등 정부기관 직원을 사칭하는 전화 , 문자메시지 , 이메일 등을 이용한 피싱 범죄가 북미 , 유럽 , 일본 지역을 중심으로 각국에서 발생하고 있습니다 . 피싱사기범들은 ‘ 마약 관련 범죄에 연루되었다 ’, ‘ 본인 명의 계좌가 범죄에 사용되어 구속영장이 발부되었다 ’, ‘ 여권이 제재되었다 ’ 등을 이유로 피싱앱 설치나 가짜 웹사이트 접속을 유도해 개인정보를 빼내고 송금을 요구합니다 . 재외공관 , 영사콜센터 또는 재외동포청 등 정부기관의 실제 번호로 발신번호를 조작하여 해당 기관 직원을 사칭하여 전화를 하거나 문자메시지를 보내는 경우가 많고 , 개인정보를 입력하도록 유도하는 가짜 웹사이트도 실제 정부기관 홈페이지와 유사하게 제작된 만큼 속지 않도록 조심하여야 합니다 . 외교부 및 재외공관은 전화 , 문자메시지 , 이메일 등으로 개인정보나 금전 송금 등을 요구하지 않습니다 . 전화를 통한 피싱 범죄가 의심되는 경우 일단 전화를 끊고 영사콜센터 (82-2-3210-0404) 또는 우리 대사관 (+254-20-361-5000) 을 통해 진위 여부를 확인하시어 피해 방지에 만전을 기하시기 바랍니다 . 문자메시지나 이메일을 통한 피싱 범죄는 첨부된 링크를 클릭하지 않도록 유의하셔야 합니다 . 피해가 발생한 경우에는 거주지역 관할 경찰서 등 관계기관으로 신속한 신고를 당부드립니다 . 해외에서 영사조력이 필요한 경우 영사콜센터로 연락하시면 도움을 받으실 수 있습니다 .",,장기
코모로,Comoros,KM,아프리카,2026-07-23,미국 관련 시설•행사장 등 방문 및 접근 주의 안내,"미 국무부는 7.18(토) 홈페이지와 SNS 등을 통해 전 세계 미국인을 대상으로 여행유의 경보(Worldwide Caution)를 발령하면서 ‘중동 지역의 긴장고조로 안보 환경이 여전히 복잡하여, 예기치 않은 상황 악화 가능성이 상존하고 있으므로 지속적인 주의가 필요한바, 뉴스 속보를 주시할 것을 권고함.’ 이라고 경고하였습니다. 또한, ‘중동 이외 지역을 포함한 전 세계 미국 외교시설들이 공격 대상이 되었으며, 이란 지지하는 단체들이 전 세계의 미국이나 미국인과 관련된 장소를 공격 대상으로 삼을 수 있음’을 강조하였습니다. 이와 관련하여, 마다가스카르, 모리셔스, 코모로에 체류 또는 방문 중이신 우리 국민들께서는 '미국 관련 시설·행사장 등을 방문 및 접근'시 각별히 안전에 주의하시기 바랍니다. 위급 상황 발생 시 또는 영사 조력이 필요하신 경우 아래 연락처로 연락하여 주시기 바랍니다. ☎️ 주마다가스카르 대한민국 대사관 대표전화(평일 주간) : +261-20-222-2933 ☎️ 외교부 24시간 영사콜센터(통화요금 부과) : +82-2-3210-0404 * 영사콜센터 무료전화 앱 📱",,단기
코모로,Comoros,KM,아프리카,2026-07-13,마약 운반 연루 주의 안전공지,"최근 해외에서 우리 국민이 외국인 또는 내국인의 가방, 소포, 서류 등을 대신 운반하다가 그 안에 은닉된 마약이 적발되어 체포·수감되는 사례가 지속 발생하고 있습니다. 마약이 은닉된 사실을 몰랐다고 주장하더라도, 이러한 주장이 현지 수사기관이나 사법당국에 의해 받아들여지지 않는 경우가 많으며, 마약 운반죄로 엄중히 처벌받을 수 있습니다. 일부 국가에서는 마약 운반에 대해 최고 사형까지 선고될 수 있습니다. 최근에는 온라인을 통해 접근하여 장기간 신뢰를 쌓은 뒤 가방, 물품, 소포, 서류 등의 운반을 부탁하는 방식의 범죄가 계속 발생하고 있습니다. 우리 국민께서는 다음 사항을 각별히 유의하여 주시기 바랍니다. ㅇ 타인의 가방, 소포, 서류, 물품 등을 대신 운반하지 마시기 바랍니다. ㅇ 타인이 금전적 보상, 여행경비 제공, 사례비 등을 조건으로 운반을 부탁하는 경우 절대 응하지 마시기 바랍니다. ㅇ 불가피하게 물품 운반을 요청받은 경우에도 내용물을 철저히 확인하고, 의심스러운 경우 즉시 거절하시기 바랍니다. ㅇ 온라인으로 알게 된 사람이 물품 운반을 부탁하는 경우 범죄 연루 가능성을 의심하시기 바랍니다. ㅇ 본인의 수하물은 직접 포장·관리하고, 공항·숙소 등에서 타인의 부탁으로 물품을 맡거나 운반하지 마시기 바랍니다. 수상한 부탁을 받거나 위급 상황이 발생한 경우에는 즉시 현지 경찰 등 관계기관 또는 우리 대사관에 신고하여 주시기 바랍니다. ☎️ 주마다가스카르 대한민국 대사관 대표전화(평일 주간) : +261-20-222-2933 ☎️ 외교부 24시간 영사콜센터(통화요금 부과) : +82-2-3210-0404 * 영사콜센터 무료전화 앱 📱",,장기
코모로,Comoros,KM,아프리카,2026-06-10,[안전공지] 정부기관 사칭 피싱 범죄 유의 안내,"최근 재외국민을 대상으로 대사관, 영사안전콜센터, 수사기관 등 정부기관을 사칭한 보이스피싱 사례가 발생하고 있습니다. ❌ 정부기관은 전화·문자·이메일로 개인정보나 금전을 요구하지 않습니다. 다음과 같은 요구를 받으면 보이스피싱을 의심하세요. ▪️ 금전 송금 요구 ▪️ 텔레그램 등 메신저·앱 설치 요구 ▪️ 문자·이메일 링크 접속 유도 ▪️ 범죄 연루, 세금 미납 등을 이유로 즉각 대응을 압박 ▪️ 주민등록번호·계좌정보 등 개인정보 요구 ⚠️ 발신번호가 대사관이나 정부기관 번호로 표시되더라도 조작된 번호일 수 있습니다. 의심되는 전화를 받으면 즉시 통화를 종료한 후, 다른 전화기로 해당 기관 대표번호에 직접 연락하여 사실 여부를 확인하시기 바랍니다. 🚨 피해가 의심될 경우 즉시 신고하시고, 주변 교민들께도 널리 알려주시기 바랍니다.",https://overseas.mofa.go.kr/upload/se2/c2bf57a3-d891-43bd-8e61-af2736ecf08d.jpg,장기
코모로,Comoros,KM,아프리카,2026-06-02,[카드뉴스] 에볼라바이러스병 확산 및 감염 예방 안내,[에볼라바이러스병 확산 및 감염 예방 안내],https://overseas.mofa.go.kr/upload/se2/0af25c24-4f57-4363-8087-d62fc418f7b8.jpg | https://overseas.mofa.go.kr/upload/se2/39dedd4e-199c-4342-9d83-1fa8a3415ca0.jpg | https://overseas.mofa.go.kr/upload/se2/2329055b-85e3-45e6-add2-2de77a3f64e8.jpg | https://overseas.mofa.go.kr/upload/se2/c2091536-4e92-44d0-a932-85ff6fb6daf8.jpg | https://overseas.mofa.go.kr/upload/se2/1875e903-d57b-4729-a207-6e45bba60fd7.jpg | https://overseas.mofa.go.kr/upload/se2/ca73cf9d-669d-443b-b097-0ec2fbcd8ec3.jpg | https://overseas.mofa.go.kr/upload/se2/c51eae8c-0f27-4a4c-b2f6-be6a25575b24.jpg | https://overseas.mofa.go.kr/upload/se2/79d594b1-3179-42b2-a062-b874b648320d.jpg | https://overseas.mofa.go.kr/upload/se2/807bed7b-cd7e-4a36-86e7-bebebac8f636.jpg | https://overseas.mofa.go.kr/upload/se2/3c3bab2f-47fc-4100-94da-3c32c9a78f86.jpg,단기
코모로,Comoros,KM,아프리카,2026-06-02,에볼라바이러스병 예방수칙,"최근 아프리카 공고민주공화국(DR콩고) 및 우간다에서 에볼라바이러스병 (의심) 환자 발생이 지속 증가 및 국제적 공중보건비상사태(PHEIC)선언(WHO, 5.17.)에 따라 DR 콩고 이투리 주 여행금지 발령(외교부, 5.22), DR콩고, 우간다 등 5개국 중 점검관리지역 지정(질병관리청, 5.19., 5.26.) 등을 실시하였습니다. ● 의심사례 총 900명 이상(사망 221명), 확진 108명(사망 11명) (WHO, 5.25.기준) 이에 감염 예방 수칙등을 준수하여 주시기 바랍니다.",https://overseas.mofa.go.kr/upload/se2/626dd61b-3453-42f2-88d6-9a465d9e284f.png,단기
코모로,Comoros,KM,아프리카,2026-05-13,[안전공지] 코모로 모로니 지역 시위 관련 안전 공지(5.13.),"최근 코모로 정부의 연료 가격 인상 조치에 반발하여 운수노조를 중심으로 한 총파업과 시위가 발생하고 있습니다. 수도 모로니를 비롯한 주요 지역에서는 택시 운행 및 상점 영업이 중단되고 물 판매업자 등 현지 상인들도 파업에 동참하고 있으며, 시위대가 주요 도로에 장애물을 설치하고 타이어를 태우며 차량 통행을 막고 있는 상황입니다. 향후 시위 장기화 및 사회적 긴장 고조 가능성이 있는 만큼, 재외국민 및 방문객 여러분께서는 불필요한 외출 및 다중 밀집 지역 방문을 자제하시고, 시위 현장 접근을 삼가하는 등 신변안전에 각별히 유의하여 주시기 바랍니다. 사건·사고 발생 시 또는 영사 조력이 필요하신 경우에는 아래 연락처로 연락하여 주시기 바랍니다. ☎️주마다가스카르 대한민국 대사관 대표전화(평일 주간) : +261-20-222-2933 ☎️외교부 24시간 영사콜센터(통화요금 부과): +82-2-3210-0404 간단히 보기",,단기
코모로,Comoros,KM,아프리카,2025-12-23,연말연시 및 우기 대비 안전 유의 안내,"연말연시를 맞아 음주운전 관련 사건·사고와 각종 범죄 피해가 증가할 가능성이 있으며, 현재는 우기가 겹치면서 강도 등 범죄 발생 위험이 평소보다 더욱 높아지고 있습니다. 이에 코모로에 체류 중이거나 방문 예정인 우리 국민 여러분께서는 아래의 안전 수칙을 참고하시고 신변안전에 각별한 유의를 당부드립니다. ✅ 우기에는 빗소리로 인해 외부 소음을 인지하기 어려워 범죄자들이 침입하기 쉬운 환경이 조성되며, 범인의 이동 흔적이나 도주 경로가 빗물에 지워져 추적이 어려우니 주의가 요구됩니다. 🟦 이동 시에는 가급적 차량을 이용하시고, 차량 탑승 시 차문을 반드시 잠가주시기 바랍니다. 🟦 인적이 드문 시간대의 이동이나 위험 지역 출입은 삼가 주시기 바랍니다. 🟦 CCTV가 설치되지 않았거나 가로등이 없는 지역이 많으므로, 야간 외출은 가급적 자제하여 주시기 바랍니다. 🟦 외출 시 고가의 장신구 착용은 가급적 삼가 주시기 바랍니다. 🟦 다액의 현금을 소지하지 않도록 유의하시고, 물건 계산 시 현금이 타인에게 노출되지 않도록 주의하여 주시기 바랍니다. 🟦 대중교통 이용 시에는 소지품 관리에 각별히 유의하여 주시기 바랍니다. 위급 상황 발생 시 또는 영사 조력이 필요하신 경우에는 아래 연락처로 연락하여 주시기 바랍니다. ☎ 주마다가스카르 대한민국 대사관 대표전화(평일 주간): +261-20-222-2933 ☎ 외교부 24시간 영사콜센터(통화요금 부과): +82-2-3210-0404",,판단보류
코모로,Comoros,KM,아프리카,2025-11-04,[안전공지] 코모로 시위 관련 안전 공지(11.4.),"모로니(Moroni) 내 현지 상인들은 11.5.(수) 국가 쌀 수입·유통청(ONICOR)의 쌀 공급 이행 및 환급금 지급을 요구하는 평화 행진 개최를 예고하고 있습니다. 급여 연체에 불만이 쌓인 ONICOR 직원들도 시위에 합류할 수 있으며, 상황에 따라 폭력 사태가 발생할 가능성이 있으니, 재외국민 및 방문객께서는 안전을 위해 시위 현장 및 인근 지역 방문을 자제해 주시기 바랍니다. 🔹 행진 예정 경로 : 국가 쌀 수입·유통청(ONICOR)→국회의사당→대통령궁→독립광장(Place de l’Indépendance) ☎️ 사건·사고 발생 또는 영사 조력이 필요할 경우, 아래 연락처로 연락해 주시기 바랍니다. ▪️ 대사관 대표전화(평일 주간): +261-20-222-2933 ▪️ 외교부 영사콜센터(24시간 운영): +82-2-3210-0404",,단기
코모로,Comoros,KM,아프리카,2025-09-22,[재외국민 안전공지] 보이스피싱 범죄근절 및 피해 예방,"대한민국 경찰청은 최근 보이스피싱 범죄 피해가 해외 교민 대상으로까지 확대됨에 따라, 범죄예방 및 경각심 제고를 위해 최근 유행하는 신종 보이스피싱 범죄수법에 대한 예방 영상을 제작하였습니다. 재외국민∙︎ 동포 여러분께서는 아래 홍보영상을 잘 숙지하시어 범죄 피해를 입는 일이 없도록 각별히 유의해주시기 바랍니다. 영화 같은 작전 , 그 주인공은 당신일수도 | 완벽한 작전 : 주인공이 되지 마세요 한밤 중에 울린 의문의 초인종 소리 | 밤의 초인종 : 절대 문 열지 마세요 은행에서 걸려온 수상한 전화 | 수상한 은행원 : 해당 사항은 불법입니다 모두가 알고 있다 . 나의 일상을 | 낯선 친절 : 모두가 나를 알고 있다 국가수사본부장 취임식에 걸려온 수상한 전화 | 국수본 피싱 사건",https://overseas.mofa.go.krhttps://youtube.com/embed/Htn2lUiWAfs | https://img.youtube.com/vi/Htn2lUiWAfs/hqdefault.jpg&quot; | https://overseas.mofa.go.krhttps://youtube.com/embed/sOrzcLc8r3I | https://img.youtube.com/vi/sOrzcLc8r3I/hqdefault.jpg&quot; | https://overseas.mofa.go.krhttps://youtube.com/embed/o-y96K5NLlo | https://img.youtube.com/vi/o-y96K5NLlo/hqdefault.jpg&quot; | https://overseas.mofa.go.krhttps://youtube.com/embed/Gv9oU5Wlc9c | https://img.youtube.com/vi/Gv9oU5Wlc9c/hqdefault.jpg&quot; | https://overseas.mofa.go.krhttps://youtube.com/embed/O5xv6dcEd2o | https://img.youtube.com/vi/O5xv6dcEd2o/hqdefault.jpg&quot;,장기
코모로,Comoros,KM,아프리카,2025-07-01,[코모로] 모로니(Moroni) 내 의료진 참고 목록 안내,"코모로 모로니 내 의료진 참고 목록 안내 코모로 입국을 계획하시는 재외국민 여러분께서는 아래 사항을 참고하시어 건강하고 안전한 체류가 되시길 바랍니다. 코모로는 의료 인프라가 전반적으로 열악한 국가로, 입국 전 풍토병 예방접종을 포함한 필수 예방접종을 사전에 완료하신 후 입국하실 것을 권장드립니다. 이는 현지에서의 의료적 대응이 제한적인 상황에서 질병 예방 및 건강 보호를 위한 필수적인 조치이며, 응급 상황 발생 시에도 적절한 대응을 위해 사전 예방이 매우 중요합니다. ■ Hôpital El Maarouf ( Grande Comore) ○ 엘 마아루르 병원 (그랑 코모르 위치) : (269) 773.26.04 ■ Hôpital de Fomboni ( Mohéli ) ○ 폼보니 병원 (모헬리 위치) : (269) 772.03.73 ■ Hôpital de Hombo ( Anjouan ) ○ 옴보 병원 (앙주앙 위치) : (269) 771.00.34 응급 상황 발생 시, 그랑 코모르에 위치한 엘 마아루프 병원(Hôpital El Maarouf)의 응급실로 직접 내원하실 수 있으며, 응급의학 전문의가 24시간 상시 대기하고 있습니다. 현재 코모로에는 의료 이송 서비스(SAMU, SMUR)가 운영되지 않고 있으며, 구급차도 매우 제한적으로 운행되고 있으므로, 사전에 질병을 예방하고 건강을 관리하시는 데 각별히 유의해주시기 바랍니다. ➡️ ➡️",https://overseas.mofa.go.krhttps://static.xx.fbcdn.net/images/emoji.php/v9/t9e/1/16/27a1.png | https://overseas.mofa.go.kr/upload/se2/56f47864-8ea9-407c-b65e-96a8e3409dd1.png | https://overseas.mofa.go.kr/upload/se2/10cc9ef8-57a6-4b14-bef6-8a417c7e7a47.png | https://overseas.mofa.go.kr/upload/se2/3a39ff31-caa5-48d8-b547-4440917ebdad.png | https://overseas.mofa.go.kr/upload/se2/7ff485d4-5358-41da-8c00-0530f228e74a.png | https://overseas.mofa.go.kr/upload/se2/c1e31edf-173c-469c-9744-9eeef058eff6.png,장기
코모로,Comoros,KM,아프리카,2025-06-25,[안전 공지] 출입국·외국인 관서 사칭 보이스 피싱 범죄 유의 안내,"최근 해외에 체류하는 우리 국민 대상으로 일부 법무부 출입국·외국인 관서를 사칭하며 개인정보를 요구하는 수법의 보이스 피싱 의심 사례가 다수 발생하고 있습니다. ※ 보이스 피싱 접근 방식은 아래와 같습니다. ➡️ 법무부 출입국·외국인청(사무소) 전화번호로 수신된 전화에서, ""법무부입니다. 귀하의 여권이 도용되었거나 무효화되었습니다""라는 자동 음성 안내가 송출되며, '1번'을 누르도록 유도함. 이후 연결된 상담원은 ""여권 도용으로 현재 불법체류 상태이므로 문제 해결을 위해 개인정보가 필요하다""며 개인정보를 요구하는 방식으로 접근하고 있는 것으로 확인되었습니다. ☎️ 법무부 고객지원센터 : 02-2110-3000 ➡️ 보이스피싱 주의 : 법무부에서는 이 번호로 민원인에게 전화를 드리지 않습니다. (수신전용으로 발신이 불가능한 번호) ✅ 해외에 체류하시 우리 국민들께서는 이와 유사 사례에 유선 또는 대면으로 신분이 확인되지 않은 대상자에게 본인의 개인정보 공개를 하지 않도록 각별히 유의하시기를 당부드립니다.",,장기
콜롬비아,Colombia,CO,미주,2026-08-11,콜롬비아 서부 Choc&oacute;주 지진 발생 관련 안전 유의 안내,"2026.8.10.(월) 콜롬비아 서부지역에서 발생한 강진과 관련하여 우리 국민 여러분께 다음과 같이 안전 유의를 당부드립니다. □ 지진 발생 개요 2026.8.10.(월) 07:34경(현지시간), 콜롬비아 Chocó주 San José del Palmar 인근에서 규모 약 7.4의 강진이 발생하였으며, 보고타를 포함한 전국 대부분 지역에서 진동이 감지되었습니다. 금번 지진은 최근 수년 내 콜롬비아에서 발생한 최대 규모 지진 중 하나로 평가되고 있습니다. □ 피해 현황 현재까지 언론 및 당국 발표에 따르면, Cali, Pereira, Manizales 등 서부 및 커피벨트 지역을 중심으로 건물 붕괴, 공항 시설 피해 및 다수의 인명 피해가 발생한 것으로 확인되고 있습니다. 특히 Pereira 및 Valle del Cauca 지역에서 사망자와 부상자가 발생하였으며, 일부 지역에서는 구조 작업이 진행 중입니다. 한편, 보고타 지역에서는 강한 진동이 감지되었으나 현재까지 중대한 구조적 피해는 보고되지 않았습니다. □ 안전 유의 사항 ㅇ 여진 발생 가능성에 대비하여 건물 내 체류 시 출입구 및 대피로를 사전에 확인하시기 바랍니다. ㅇ 균열이 발생한 건물, 노후 건물, 공사 중 건물 등 위험 시설물 접근을 자제하시기 바랍니다. ㅇ 지진 발생 시 엘리베이터 사용을 자제하고, 낙하물로부터 신체를 보호하시기 바랍니다. ㅇ 현지 당국의 안내 및 통제에 적극 협조하시기 바랍니다. ㅇ 불필요한 이동을 자제하고, 가족 및 지인과 연락을 유지하여 안전을 확인하시기 바랍니다. 주콜롬비아대한민국대사관은 현재 지진 관련 상황을 면밀히 모니터링 중이며, 우리 국민 피해 여부를 지속 확인하고 있습니다. 우리 국민 피해가 있는 경우 대사관으로 연락 주시기 바랍니다. 📞 콜롬비아 긴급전화: 123 📞 주콜롬비아 대한민국대사관 대표전화(근무시간): +57-601-743-1610 📞 주콜롬비아 대한민국대사관 사건·사고 당직전화(근무 외 시간): +57-321-976-3511 📞 영사안전콜센터(서울, 24시간): +82-2-3210-0404 📞 영사안전콜센터 무료전화 앱은 Wi-Fi 등 환경에서 별도의 음성통화료 없이 무료로 상담전화를 사용하실 수 있으며, '실시간 안전정보 푸시 알림', '카카오톡 상담 연결하기', '외국어(영어, 스페인어 등) 통역 서비스' 등 각종 서비스를 제공받으실 수 있습니다.",,단기
콜롬비아,Colombia,CO,미주,2026-08-11,"[긴급 안전공지] 콜롬비아 강진 관련, Chocó주(Cali, Pereira 등) 방문 자제 당부","금일(8.10.) 콜롬비아 서부지역에서 규모 7.4의 강진 발생 관련, SGC(콜롬비아 지질청)는 본진 발생 후 현재까지 18회의 여진이 발생했으며, 추가적인 여진이 수일간 수주간 지속될 수 있다고 공식 발표하였습니다. 이에 따라 우리 국민 여러분께서는 Chocó주 및 지진 피해가 발생한 Cali, Pereira 등 서부지역 방문을 당분간 자제하여 주시기 바랍니다. 특히 해당 지역에 체류 중인 경우에는 △균열·파손 등 피해가 발생한 건물 접근 자제 △현지 당국의 대피 및 안전 안내 준수 △여진 발생에 대비한 주변 대피로 확인 등 안전에 각별히 유의하여 주시기 바랍니다. 아울러 주변에 지진으로 인한 피해를 입었거나, 통신 장애 등으로 신변 안전 여부 및 영사 조력이 필요한 우리 국민이 있으신 경우 즉시 대사관으로 연락하여 주시기 바랍니다. 📞 콜롬비아 긴급전화: 123 📞 주콜롬비아 대한민국대사관 대표전화(근무시간): +57-601-743-1610 📞 주콜롬비아 대한민국대사관 사건·사고 당직전화(근무 외 시간): +57-321-976-3511 📞 영사안전콜센터(서울, 24시간): +82-2-3210-0404 📞 영사안전콜센터 무료전화 앱은 Wi-Fi 등 환경에서 별도의 음성통화료 없이 무료로 상담전화를 사용하실 수 있으며, '실시간 안전정보 푸시 알림', '카카오톡 상담 연결하기', '외국어(영어, 스페인어 등) 통역 서비스' 등 각종 서비스를 제공받으실 수 있습니다.",,단기
콜롬비아,Colombia,CO,미주,2026-08-11,콜롬비아 서부 Chocó주 지진 발생 관련 안전 유의 안내,"2026.8.10.(월) 콜롬비아 서부지역에서 발생한 강진과 관련하여 우리 국민 여러분께 다음과 같이 안전 유의를 당부드립니다. □ 지진 발생 개요 2026.8.10.(월) 07:34경(현지시간), 콜롬비아 Chocó주 San José del Palmar 인근에서 규모 약 7.4의 강진이 발생하였으며, 보고타를 포함한 전국 대부분 지역에서 진동이 감지되었습니다. 금번 지진은 최근 수년 내 콜롬비아에서 발생한 최대 규모 지진 중 하나로 평가되고 있습니다. □ 피해 현황 현재까지 언론 및 당국 발표에 따르면, Cali, Pereira, Manizales 등 서부 및 커피벨트 지역을 중심으로 건물 붕괴, 공항 시설 피해 및 다수의 인명 피해가 발생한 것으로 확인되고 있습니다. 특히 Pereira 및 Valle del Cauca 지역에서 사망자와 부상자가 발생하였으며, 일부 지역에서는 구조 작업이 진행 중입니다. 한편, 보고타 지역에서는 강한 진동이 감지되었으나 현재까지 중대한 구조적 피해는 보고되지 않았습니다. □ 안전 유의 사항 ㅇ 여진 발생 가능성에 대비하여 건물 내 체류 시 출입구 및 대피로를 사전에 확인하시기 바랍니다. ㅇ 균열이 발생한 건물, 노후 건물, 공사 중 건물 등 위험 시설물 접근을 자제하시기 바랍니다. ㅇ 지진 발생 시 엘리베이터 사용을 자제하고, 낙하물로부터 신체를 보호하시기 바랍니다. ㅇ 현지 당국의 안내 및 통제에 적극 협조하시기 바랍니다. ㅇ 불필요한 이동을 자제하고, 가족 및 지인과 연락을 유지하여 안전을 확인하시기 바랍니다. 주콜롬비아대한민국대사관은 현재 지진 관련 상황을 면밀히 모니터링 중이며, 우리 국민 피해 여부를 지속 확인하고 있습니다. 우리 국민 피해가 있는 경우 대사관으로 연락 주시기 바랍니다. 📞 콜롬비아 긴급전화: 123 📞 주콜롬비아 대한민국대사관 대표전화(근무시간): +57-601-743-1610 📞 주콜롬비아 대한민국대사관 사건·사고 당직전화(근무 외 시간): +57-321-976-3511 📞 영사안전콜센터(서울, 24시간): +82-2-3210-0404 📞 영사안전콜센터 무료전화 앱은 Wi-Fi 등 환경에서 별도의 음성통화료 없이 무료로 상담전화를 사용하실 수 있으며, '실시간 안전정보 푸시 알림', '카카오톡 상담 연결하기', '외국어(영어, 스페인어 등) 통역 서비스' 등 각종 서비스를 제공받으실 수 있습니다.",,단기
